Season,Episode,Character,cleanline
8,6,Kyle,you bastard 
8,6,Kyle,come on
8,6,Stan,run blanket run
8,6,Kyle,hang on blanket 
8,6,Cartman,no i am sick and tired of people harassing mr jefferson  all ive been hearing since mr jefferson moved here are sick lies that he molests children that hes a bad father that he has plastic surgery
8,6,Cartman,sure maybe mr jeffersons a little different but thats because he had to work all the time when he was young and missed out on his childhood whats wrong with wanting to have the innocence and beauty of a child
8,6,Kyle,all right lets just say all the bad things said about mr jefferson are lies lets say the police department does just go around spending their time framing people for crimes they didnt commit  lets say its all made up and mr jefferson is just a nice guy whos trying to be a child because he never got to have a childhood well thats fine except for that he has children now and when people have children they have to grow up
8,6,Kyle,all right things just might work out
8,7,Cartman,hello maam were going around town and offering snowshoveling service would you like your driveway and sidewalk shoveled for eight thousand dollars
8,7,Cartman,ooo ouch maam please let go of that tight grip you have on my balls ten dollars youre breaking my balls maam
8,7,Cartman,its a deal all right guys lets get to work  yeah its so totally awesome craig crapped his pants when he saw it yeah sweet so whats goin on over there yeah thats pretty cool  no way he did not aw dude that is so weak  what
8,7,Kyle,youve been on your fucking phone since we started
8,7,Cartman,dude im takin a break
8,7,Kyle,a break from what you havent done anything
8,7,Cartman,kyle how many times do we have to go through this im the negotiator i negotiate our price with the customers
8,7,Kyle,all you ever do is talk about your balls
8,7,Cartman,it works doesnt it did i not just get us an extra five bucks
8,7,Kyle,if you want your share of the money then youre gonna shovel snow like the rest of us
8,7,Cartman,hey dont boss me around you fuckin jew i will kick your ass
8,7,Stan,maam do you have a rag and some bandages
8,7,Cartman,shoveling accident
8,7,Cartman,youre so lucky i have a sore shoulder kyle or i would have let you have it
8,7,Stan,cartman just keep your mouth shut
8,7,Stan,whoa
8,7,Stan,mom dad did you see they found a man from the future
8,7,Randy,we know stanley weve been watching
8,7,Sharon,there you go all set sweetie
8,7,Stan,mom can we go try to see the people from the future i have a bunch of questions i wanna ask em
8,7,Sharon,im sure a lot of people do hon its pretty exciting isnt it now you just get some sleep  youve had a busy day  goodnight sweetie
8,7,Stan,night mom  wow two people from the future how cool
8,7,Stan,hello mrs landis would you like snowshoveling service again today
8,7,Cartman,what who
8,7,Kyle,twentyfive cents well thats not even worth it
8,7,Stan,all right guys come on lets go to the next house 
8,7,Kyle,dude 
8,7,Stan,son of a bitch
8,7,Stan,its affecting kids too me and my friends started our own snowshoveling business we were trying to be responsible and make money you know but then the people came along and and now were out of work too  oh they took our jobs
8,7,Sharon,stanley its almost eight oclock where have you been
8,7,Stan,i was at a rally to protest all the immigrants from the future coming in and tryin tuh 
8,7,Sharon,oh yes the laundry machine is down in the basement and our son is home could you please set the table for dinner 
8,7,Stan,who is that
8,7,Randy,thats our new housekeeper mrs  gruhd shes gonna help around the house on tuesdays and thursdays  and shell do it for ten cents an hour
8,7,Stan,oh but thats the problem those goobacks are taking our jobs
8,7,Sharon,what
8,7,Randy,oh my god  stan marsh how dare you use that timebashing slur
8,7,Sharon,who taught you to talk like that
8,7,Stan,well dude they are taking peoples jobs away
8,7,Randy,theyre only taking the small menial jobs that nobody else really wants to do
8,7,Stan,i wanted my job
8,7,Randy,hey stanley you need to understand something those people from the future have had a hard life where they come from is dirty and overpopulated and poor you cant even imagine the kind of depression they come from so for us who have everything sooo good to judge them is wrong do you understand next time you think about calling them goobacks you might just wanna stop for a second and think about how crappy the future really is
8,7,Sharon,thats right were not raising our son to be an ignorant timecist
8,7,Stan,timecist
8,7,Sharon,you know a racist but against people from the
8,7,Stan,people from the future right got it
8,7,Randy,all right good now lets all go eat some of mrs gruhds great future cooking
8,7,Kyle,what
8,7,Kyle,dude hold on this is bullcrap if they wanna live in our time then they should learn our language
8,7,Stan,thats right 
8,7,Kyle,aw dude 
8,7,Stan,can you speak in presentday english please
8,7,Stan,uh yeah i want a double cheeseburger and fries
8,7,Stan,no a double cheeseburger and fries
8,7,Stan,what
8,7,Cartman,we cant understand you asshole 
8,7,Stan,im trying to order a double cheeseburger
8,7,Stan,no its not a chicken sandwich  i want a goddamned cheeseburger and some goddamned fries you fucking goobacks
8,7,Randy,stan marsh
8,7,Stan,aw awwww
8,7,Stan,aw come on dad how come i have to go to work with you
8,7,Randy,because youre being grounded stanley now i dont wanna hear another word out of your intolerant mouth  you just sit right there stanley and you thnk about what youve done 
8,7,Randy,hey mr nelson
8,7,Randy,why this is my office
8,7,Randy,what
8,7,Randy,you cant be serious
8,7,Randy,oh my god they took my jarb
8,7,Stan,they took yer jarb
8,7,Randy,were doing the only thing we can do if our government is just gonna let anybody into our time who wants to come then we have to take matters into our own hands  were trying to turn everyone gay so that there are no future humans presentday america number one
8,7,Randy,all we can do is try harrison
8,7,Stan,i i think its wrong to call them goobacks because theyre no different from us  theyre just humans trying to make their lives better look it sucks that the immigrants time is so crappy but the cold hard truth is that if we let them all come back to our time then its just gonna make our time crappy too maybe the answer isnt trying to stop the future from happening but making the future better 
8,7,Stan,i mean maybe if we all commit right now to working toward a better future then then the future wont be so bad and these immigrants wont need to come back here looking for work
8,7,Randy,well what are we waiting for
8,7,Cartman,look its working 
8,7,Stan,were doing it
8,7,Stan,dude wait wait ho hold on wait a second  this is gay
8,7,Kyle,this is really gay
8,7,Cartman,yeah this is even gayer than all the men getting in a big pile and having sex with each other
8,7,Stan,okay sorry my bad eeveryone back in the pile 
8,7,Randy,were going back to the pile
8,8,Butters,its mooey mooey wave to me wave to me mooey
8,8,Cartman,butters shut the hell up 
8,8,Stan,but mr garrison if we change our mascot that means the ecoterrorists win
8,8,Stan,this is bullcrap dude
8,8,Cartman,goddammit vegans piss me off now were gonna end up with a stupid eagle or a faggy bobcat as a mascot
8,8,Kyle,wait you guys i have an awesome idea we should secretly go around and tell all the students we can to not check any of the mascots on this election sheet and instead write in giant douche
8,8,Cartman,yeheah
8,8,Kenny,yeah totally awesome
8,8,Cartman,yeh no no wait wait i got a better idea you guys what we should do is we should secretly go around and tell all the students we can to not check any of the mascots on this election sheet and instead write in turd sandwich
8,8,Kyle,turd sandwich isnt better than giant douche
8,8,Cartman,heh its only about a thousand times better am i right guys come on we have to tell everybody fast this is gonna be so funny
8,8,Kyle,it was my idea and were gonna tell everyone to write in giant douche its way funnier
8,8,Cartman,it is not
8,8,Kyle,kenny whats funnier a giant douche or a turd sandwich
8,8,Kenny,giant douche
8,8,Cartman,aw youre just saying that because i broke your cats leg last week
8,8,Kyle,stan do you pick giant douche or turd sandwich
8,8,Stan,dude i really dont care 
8,8,Kyle,thats two against one cause stan doesnt care so its giant douche
8,8,Cartman,wait wait what about butters
8,8,Butters,huh
8,8,Kyle,you hate butters
8,8,Cartman,goddammit you guys butters is our friend and hes allowed to have his opinion butters which is funnier a stupid notfunny giant douche or a super funny turd sandwich
8,8,Butters,hahaha a turd sandwich
8,8,Kyle,you misled him fatass
8,8,Cartman,its the best choice and me and butters are sticking with it
8,8,Butters,yeah whats this for 
8,8,Kyle,jimmy were gonna have everyone write in a mascot thats really funny and you have to tell us which one would be funnier
8,8,Kyle,a giant douche
8,8,Cartman,a turd sandwich
8,8,Kyle,giant douche
8,8,Cartman,turd sandwich
8,8,Kyle,a giant douche
8,8,Cartman,turd sandwich
8,8,Cartman,awwwww
8,8,Butters,ohhh we lost
8,8,Kyle,all right its decided lets all write in giant douche
8,8,Cartman,okay you win kyle
8,8,Cartman,all right turd sandwich
8,8,Butters,yeah
8,8,Kyle,cartman what the hell
8,8,Cartman,giant douche sucks
8,8,Kyle,you wont get more votes than us asshole
8,8,Cartman,game on jewboy
8,8,Butters,yeah game on jewboy 
8,8,Kyle,be sure to vote for giant douche
8,8,Kenny,giant douche vote for him
8,8,Kyle,giant douche is your man
8,8,Stan,kyle arent you taking this a little too far i mean do we really want a giant douche to be our school mascot
8,8,Kyle,dude im not going to lose to cartmans stupid turd sandwich 
8,8,Cartman,vote for turd sandwich this is the most important election of our lives  turd sandwich brings us hope for change a vote for turd sandwich is a vote for tomorrow
8,8,Kyle,there do you really want that asshole to win
8,8,Stan,im not voting
8,8,Kyle,what yyou gotta vote dude havent you seen the rock the vote stuff or or puff daddys vote or die
8,8,Stan,i just think this whole thing is stupid 
8,8,Kyle,kenny we have got to make stan understand the importance of voting because hell definitely vote for our guy
8,8,Kenny,yeah
8,8,Sharon,how was school today stanley
8,8,Stan,it was ridiculous we have to have a new school mascot and were supposed to vote between a giant douche and a turd sandwich
8,8,Sharon,what did you say
8,8,Randy,did you just say that voting is ridiculous
8,8,Stan,no i think voting is great but if i have to choose between a douche and a turd i just dont see the point
8,8,Randy,you dont see the point oh you young people just make me sick
8,8,Sharon,stanley do you know how many people died so you could have the right to vote
8,8,Stan,mom ai just dont think theres much of a difference between a douche and a turd i di dont care
8,8,Randy,you dont care you really want a turd sandwich as your school mascot on your football helmets a turd
8,8,Sharon,well hold on randy i think a turd sandwich is a little better than them having a giant douche on their uniforms
8,8,Randy,youre crazy a da douche is at least clean
8,8,Sharon,its sexist is what it is
8,8,Randy,you dont understand the issues sharon
8,8,Sharon,are you calling me ignorant
8,8,Randy,you think the school mascot should be a turd sandwich well youre not exactly einstein
8,8,Sharon,i am sick of you belittling my opinion you son of a bitch 
8,8,Stan,puff daddy
8,8,Stan,i
8,8,Stan,vote or die  what the hell does that even mean
8,8,Stan,aaaah
8,8,Stan,okay ill vote
8,8,Cartman,hello clyde
8,8,Cartman,we were just wondering who you might be voting for for the schools new mascot
8,8,Cartman,oh really well thats interesting you certainly should think about it and make the right decision  butterscotch candy
8,8,Cartman,clyde are you aware of what turd sandwich can bring to our school
8,8,Butters,a turd sandwich is not only the first turd to be nominated school mascot but even the first sandwich 
8,8,Cartman,you see what turd sandwich brings to our school clyde is a complete package the turd and the bread and the lettuce and the olives
8,8,Butters,whewhere as giant douche is just well jujust a jujujust a giant douche
8,8,Cartman,so come voting day youll now most likely vote for the turd sandwich yes
8,8,Cartman,well then perhaps we could interest you in  another butterscotch candy 
8,8,Kyle,youre doing the right thing stan dont you feel like youre a part of something now
8,8,Stan,i guess 
8,8,Kyle,look it may not seem important now but your vote really does count and we all have to do our part
8,8,Stan,okay 
8,8,Kyle,woah wait what are you doing
8,8,Stan,im voting
8,8,Kyle,no no you you wrote down turd sandwich
8,8,Stan,yeah i know
8,8,Kyle,dude youre supposed to vote for giant douche
8,8,Stan,i thought i was supposed to make my own decision
8,8,Kyle,well yeah but not if your decision is for turd sandwich what the hell is wrong with you
8,8,Stan,wait a minute you didnt want me to vote you wanted me to vote for your guy
8,8,Kyle,well i just figured youd vote for my guy whos fuckin friend are you  puffy
8,8,Cartman,hey fuck off kyle  dont let them intimidate you stan ill help walk you to the booth and then im gonna buy you a nice steak dinner with all the trimmings
8,8,Stan,oh forget it im not gonna be persuaded into voting and im and im not gonna be threatened into voting if i dont feel comfortable with it im not gonna vote and you can all just live with it
8,8,Randy,stanley when you left for school this morning you said you were going to vote
8,8,Stan,the whole thing is a joke
8,8,Sharon,you see hes out of control its nearly torn our whole family apart
8,8,Randy,oh are you happy now stan you just got yourself suspended
8,8,Randy,expulsion
8,8,Stan,bbanibanishment
8,8,Sharon,oh randy
8,8,Randy,our son banished where did we go wrong 
8,8,Stan,youyoure all joking right
8,8,Kyle,stan dont you think this has gone far enough is it really that big a deal  yeah just vote for giant douche
8,8,Stan,im not voting 
8,8,Randy,this is breaking your mothers heart stan she couldnt even help tie you to the horse
8,8,Stan,dad isnt this a little extreme
8,8,Randy,jesus i guess maybe youll never understand how important voting is  goodbye son  thats one of the hardest things a parent ever has to do
8,8,Stan,hello 
8,8,Stan,oh thank god
8,8,Stan,awww
8,8,Stan,what about me
8,8,Stan,i was put on the horse i didnt wanna ride it
8,8,Stan,wow you guys really love animals
8,8,Stan,ill live with you
8,8,Stan,he said i can stay
8,8,Cartman,aww suckup suckup  what thats an obvious suckup move
8,8,Stan,ahh no thanks thats okay
8,8,Stan,i do love animals just not like you guys do
8,8,Stan,i cant i was banished for not voting
8,8,Stan,i think voting is great i just didnt care this time because it was between a giant douche and a turd sandwich
8,8,Stan,i guess i guess youre right 
8,8,Stan,aaah
8,8,Stan,aaaah 
8,8,Mr. Mackey,mkay thats one more vote for turd sandwich
8,8,Randy,so who won mr mackey
8,8,Mr. Mackey,its pretty close but it looks like giant douche is gonna win
8,8,Cartman,oh no noooo
8,8,Kyle,ha you lose fatass
8,8,Butters,uh hey wait a minute 
8,8,Randy,stan
8,8,Sharon,stan you came back does that mean you learned the importance of voting
8,8,Stan,i learned that id better get used to having to pick between a douche and a turd sandwich because its usually the choice ill have
8,8,Randy,hes going to vote
8,8,Mr. Mackey,stans vote bring the total votes for turd sandwich to thirty six and giant douche has one thousand four hundred and ten giant douche still wins
8,8,Stan,dude so my vote didnt even really matter
8,8,Randy,hey thats not true stan
8,8,Sharon,you cant judge the merits of voting on whether or not your candidate won
8,8,Randy,your vote still mattered
8,8,Mr. Mackey,what the theyre all dead well that means
8,8,Randy,now your vote didnt matter
8,9,Cartman,you guys know what um the last thing you do when you die is crap your pants
8,9,Stan,what
8,9,Cartman,yeah when you die your jowels release and crap comes flying out your ass 
8,9,Kyle,that is fucking stupid cartman
8,9,Cartman,oh yeah ill bet you five bucks that when you die you crap your pants asshole
8,9,Stan,its time for what
8,9,Randy,look at it honey its so big
8,9,Cartman,whoa awesome
8,9,Kyle,hey isnt there where starks pond used to be where we used to kayak and fish
8,9,Randy,its beautiful
8,9,Sharon,yes wallmart is the leading employer of seniors and they also employ the handicapped
8,9,Sharon,why yes id love one jimmy 
8,9,Chef,my god look at all these incredible bargains
8,9,Cartman,dude check it out time cop on dvd three copies for eighteen bucks
8,9,Kyle,why the hell would you want three copies of the same movie
8,9,Cartman,because one copy is nine ninetyeight but this way you save like twenty bucks
8,9,Kyle,you only need one copy rtard
8,9,Cartman,okay fine dumbass you go ahead and buy one copy for nine ninetyeight
8,9,Kyle,okay fine i will  hwait a minute i dont even want one copy of time cop 
8,9,Cartman,dude you cant shop for crap 
8,9,Randy,just look at the marsh family huh brandnew television new plastic dishware and cups and enough bulkbuy ramen to last us a thousand winters 
8,9,Stan,dad how come wallmart is able to sell everything so cheap
8,9,Randy,its simple economics son i dont understand it at all but god i love it
8,9,Randy,aaaah  yeaaah ltgt
8,9,Sharon,randy what are you doing
8,9,Randy,anunothing  imaimaim just gonna head down to the wallmart real quick
8,9,Sharon,its almost midnight
8,9,Randy,yeah think about it if i go there now there wont be anybody else there  i can all the bargains to myself 
8,9,Cartman,excuse me hello can somebody tell my why were going to jims drugs to buy voltar cards when wallmart has them for three bucks cheaper
8,9,Kyle,dude i cant deal with wallmart right now my parents had me there for three hours last night 
8,9,Kyle,why mr farkle
8,9,Kyle,cartman stop it
8,9,Cartman,what i just felt like playing a little violin kyle
8,9,Kyle,see that sucks dude
8,9,Cartman,what thats called progress kyle
8,9,Kyle,yeah but what about all the people getting laid off from the grocery stores  and what about all the 
8,9,Cartman, whatever i can go get another one at wallmart it was only five bucks 
8,9,Stan,come on lets go to main street and support one of those stores 
8,9,Kyle,what the hell 
8,9,Stan,butters 
8,9,Kyle,butters what the hell are you doing
8,9,Butters,wull ah im just playin monster its kinda spooky out here 
8,9,Stan,dude we gotta show our parents what wallmart is doing to our town 
8,9,Stan,dad  jesus christ dadad dad
8,9,Randy,staaaan 
8,9,Stan,dad oh my god
8,9,Randy,staan
8,9,Stan,what ddad are are you dying
8,9,Randy,no im just really really tired i was shopping at wallmart all night
8,9,Stan,but youyour face
8,9,Randy,checkout line they had these little stickers filled with glitter they were only ninety nine cents for 15 of them i couldnt resist do you want one  here its a little turtle 
8,9,Chef,sir we just had a big town meeting and decided we dont want your wallmart here anymore
8,9,Randy,were sorry but it seems our main street is dying and good people are losing their jobs wed all like you out of south park
8,9,Kyle,but you run the wallmart
8,9,Chef,they why dont you just quit
8,9,Kyle,you hate wallmart too 
8,9,Randy,hey wait a minute i think we just got squirreled
8,9,Cartman,ha you owe me five bucks kyle
8,9,Sharon,here we go everyone i got three nice steaks from south park grocery well have to share them
8,9,Randy,heh i remember when we could afford to buy six steaks when we shopped at wallmart
8,9,Stan,yeah but dad the whole town agreed not to shop at wallmart anymore
8,9,Randy,i know i know god  bleeeh 
8,9,Stan,mom dad when people die do they always crap their 
8,9,Randy,oh jesus a broken glass well i dont see any choice now we have to go to wallmart
8,9,Sharon,we do
8,9,Randy,huh where else are we gonna get a new glass at this hour everyone get your shoes on were goin to wallmart
8,9,Stan,but dad were not supposed to shop at
8,9,Randy,stan one family buying one glass isnt gonna make a difference
8,9,Randy,heeeey  gerald what are you doing we said we werent going to shop at the wallmart anymore
8,9,Randy,mr garrison chef jimbo  now come on people what the hell is wrong with you dont you see what youre all doing
8,9,Randy,i came because i wanted to make sure nobody was shopping here
8,9,Stan,dad
8,9,Randy,oh all right em maybe i was gonna buy a glass one glass  and some chips and butter  and some new pliers
8,9,Randy,yeah this place has a power over us we cant resist we have to find a way to put the south park wallmart out of business once and for all
8,9,Chef,no no no lets freeze it
8,9,Kyle,no all we have to do is not shop at wallmart anymore if you want it to go away all it takes is a little selfcontrol and personal responsibility
8,9,Randy,kumbaya my lord kumbaya 
8,9,Cartman,you butthole kyle you just had to go and ruin everything didnt you
8,9,Kyle,it wasnt my idea to burn the wallmart down
8,9,Cartman,no but you got everyone all worked up youre always jealous of the wallmart you always hated it
8,9,Kyle,dude our town is going to be better without the  what the
8,9,Cartman,oh awesome 
8,9,Kyle,how how did this happen  mom dad why are you shopping here
8,9,Randy,can i help you 
8,9,Stan,dad what are you doing
8,9,Randy,you get a discount working here ten percent that means the bargains are even better
8,9,Stan,dad youre a geologist
8,9,Randy,ill make less money sure but as long as i buy everything at wallmart itll all even out dont you see wallmart isnt our enemy its our neighborhood friend
8,9,Kyle,hey hey  who the hell told you to put this thing back up
8,9,Kyle,but nobody wants a wallmart here
8,9,Stan,where are they
8,9,Kyle,looks like were gonna have to go to arkansas come on guys were gonna put a stop to wallmart once and for all
8,9,Cartman,whoa pixie sticks twentynine ceeeents  wallmart are you speaking to me my friends trying to hurt you again  yes wallmart i understand 
8,9,Stan,three tickets to bentonville arkansas please
8,9,Cartman,wait guys hold on i wanna go with you and help out
8,9,Kyle,no way you wanna go with us so you can betray us at some point and keep us from destroying the wallmart
8,9,Cartman,nuhuh
8,9,Kyle,yeah huh you wanna go with us so that later you go haha i was working for wallmart all along or something
8,9,Cartman,i am not kyle
8,9,Stan,dude just let him come the bus is about to leave 
8,9,Kyle,all right fine come on fatass 
8,9,Cartman,haha you fools have no idea that i would never let you hurt the wallmart
8,9,Kyle,i heard that
8,9,Cartman,you heard what
8,9,Kyle,you said we have no idea that youre never let us hurt wallmart
8,9,Cartman,thats not what i said 
8,9,Stan,dude come on
8,9,Kyle,he is working for the wallmart to stop us from succeeding
8,9,Stan,dude we have to go
8,9,Kyle,goddamnit 
8,9,Stan,well hurry up if youre coming cartman
8,9,Cartman,hehe you stupid fools have no idea  that im actually working for the wallmart to stop you from succeeding
8,9,Stan,goddamn that took a long time
8,9,Kyle,it wouldve been faster if cartman hadnt slashed the tires
8,9,Cartman,i did not i wanna close wallmart just as much as you guys do
8,9,Kyle,yeah weve come to complain we dont want a wallmart in our town
8,9,Kyle,we want to talk to whos in charge
8,9,Stan,wheres he
8,9,Kyle,so how do we stop it
8,9,Stan,there has to be a way
8,9,Kyle,the heart of wallmart
8,9,Cartman,sir dont you think youre talking a little too much
8,9,Cartman,you speak too much sir
8,9,Stan,why dont you guys just destroy the heart
8,9,Kyle,all right come on you guys we have to get back home 
8,9,Stan,no dude dont 
8,9,Cartman,thats ten bucks you owe me dickface
8,9,Kyle,all right this is it if wallmart has a heart we have to find it and destroy it no matter what the wallmart does to try to stop us we have to be strong lets do it
8,9,Cartman,im afraid not kyle wallmart is a great store i could not let you fools ruin its terrific bargains you see i was working for wallmart all along
8,9,Kyle,i knew you were
8,9,Cartman,no you didnt
8,9,Kyle,yes i did i said from the beginning that you would do this
8,9,Cartman,no you didnt
8,9,Kyle,yes i did
8,9,Cartman,no you didnt
8,9,Kyle,yes i did
8,9,Cartman,no you didnt
8,9,Kyle,yes i did
8,9,Cartman,no you didnt
8,9,Kyle,yes i did 
8,9,Cartman,you see kyle it was me who slashed the bu
8,9,Kyle,slashed the bus tires in arkansas i said so i told you the minute that i  and i told you that
8,9,Cartman,i cant hear you lalalalalala  im sorry boys but if you want to hurt the wallmart youll have to go through me 
8,9,Kyle,we dont have time for this kenny keep him away from us 
8,9,Cartman,very well kenny let us battle  ow kenny kkenny knock it off
8,9,Stan,save it grandpa
8,9,Kyle,weve gotta find the television department 
8,9,Randy,boys these axes are only four ninetynine
8,9,Stan,dad we know how to destroy the wallmart
8,9,Randy,shhhhh what are you talking about
8,9,Stan,one of the creators told us you have to take your keys over to the television department
8,9,Randy,television department all right come on lets go  oh my god
8,9,Stan,what
8,9,Randy,those twodollar saltandpepper shakers they were three dollars five minutes ago the wallmart is lowering its prices trying to stop us
8,9,Stan,come on weve got to try to make it to the back 
8,9,Randy,gaaah dont look dont look at its bargains 
8,9,Kyle,i think i see the television department in the back
8,9,Stan,is that the right way dad dad  dad
8,9,Randy,the screwdriver set is only nine ninetyeight
8,9,Stan,come on dad
8,9,Randy,i cant make it boys youre gonna have to go on without me
8,9,Stan,no dad we need your keys
8,9,Randy,this bargain is too great for me im gonna have to buy these here take the keys and go on  the television department is near the back next to the cell phones go hurry im gonna go buy these screwdrivers 
8,9,Stan,there the television department
8,9,Kyle,who are you
8,9,Stan,you
8,9,Stan,we dont want your store in our town we come to destroy you
8,9,Kyle,wheres the heart
8,9,Stan,me im asking the question
8,9,Stan,stan marsh now wheres the heart
8,9,Kyle,the question is where is the heart
8,9,Stan,its a mirror
8,9,Stan,well the guy in arkansas said to destroy the heart 
8,9,Kyle,wed better get out of here 
8,9,Chef,get out its gonna blow 
8,9,Stan,hdad come on weve gotta get out
8,9,Randy,too late for me son i have to buy this stuff
8,9,Kyle,the wallmart is imploding everybody out now 
8,9,Kyle,all wallmarts start a selfdestruction sequence if you break a mirror in the back
8,9,Chef,we know how to destroy it now spread the word to all the towns 
8,9,Randy,wait i think i understand the symbolism of the mirror the wallmart is us
8,9,Kyle,duh
8,9,Randy,you see boys if we like our smalltown charm more than the big corporate bullies we all have to be willing to pay a little bit more do you understand
8,9,Randy,all right lets not make that mistake again
8,10,Stan,kyle kenny i have to talk to you right now
8,10,Kyle,okay hang on a second i
8,10,Stan,right now goddamnit
8,10,Kyle,all right all right  dude what is the matter with you
8,10,Stan,trent boyett is being released from juvenile hall 
8,10,Kenny,what
8,10,Kyle,trent boyett the kid from preschool
8,10,Stan,yeah he just got paroled
8,10,Kyle,oh no no
8,10,Cartman,hey gaybutts whats goin on
8,10,Kyle,trent boyett is being released from juvenile hall
8,10,Cartman,really thats cool when did  what did you say  trent boyett meanest dirtiest toughest kid in the world superpissed off at us trent boyett
8,10,Kyle,yeah
8,10,Cartman,oh holy jesus god
8,10,Stan,what the hell are we gonna do
8,10,Butters,is it true trent boyett is getting out
8,10,Cartman,its true
8,10,Butters,oh jesus oh christ in heaven i gotta hide  uh oh boy 
8,10,Cartman,hes gonna come for us you guys we are dead men
8,10,Kyle,look maybe hes forgiven us i mean we were only in preschool
8,10,Stan,dude lets play fireman
8,10,Kyle,totally dude lets play fireman
8,10,Cartman,jews cant be firemen
8,10,Kyle,shut up fatass
8,10,Cartman,dont call me fat you stupid jew
8,10,Kenny,how about we put a real fire out
8,10,Stan,hey kennys right we should put out a real fire then well be heroes
8,10,Cartman,but how do we start a fire
8,10,Kyle,trent boyett will do it hes the toughest baddest kid in preschool 
8,10,Kyle,do you know how to start a fire
8,10,Stan,start one then were gonna put it out
8,10,Kyle,were firemen
8,10,Stan,yeah yeah we play fireman all the time
8,10,Cartman,dont worry trent
8,10,Butters,hey fellas youd better be careful
8,10,Cartman,shut up butters we know what were doing
8,10,Butters,oh all right then 
8,10,Stan,wow cool
8,10,Kyle,code 7 bring in the firemen
8,10,Stan,woo woo woo woo clang clang clang clang clang  come on firemen put out the fire 
8,10,Stan,were heroes
8,10,Kyle,we saved the school
8,10,Stan,put it out put it out 
8,10,Stan,dude we are in so much trouble
8,10,Kyle,my mom is gonna break my legs
8,10,Cartman,hey we didnt start the fire trent boyett did
8,10,Stan,thats true
8,10,Stan,no
8,10,Kyle,not us were good kids
8,10,Cartman,trent boyett is a liar sir
8,10,Butters,uah geewhiz trent ah i dont wanna get involved or else my parents will ground me
8,10,Kyle,dude when he gets out of juvenile hall hes gonna wanna kill us
8,10,Cartman,whatever thats like five years from now
8,10,Stan,yeah who cares
8,10,Stan,now its five years later and trent boyett is being released
8,10,Cartman,oh jesus hes gonna kill us weweve gotta tell our parents
8,10,Kyle,we cant tell our parents dude we lied to everybody nobody knows were responsible for ms claridges accident
8,10,Stan,sshhh here comes ms claridge now 
8,10,Stan,are you having a nice day ms claridge 
8,10,Cartman,you guys what the fuck are we gonna do in case youve forgotten trent boyett is the meanest kid we ever knew hes gonna tear us apart
8,10,Kyle,look that was a long time ago maybe trent boyett has forgotten all about it
8,10,Butters,hah 
8,10,Butters,hwell oh uh hi dad
8,10,Butters,nothins wrong sir eh nothin at all
8,10,Butters,uh outside no way 
8,10,Butters,nno reason 
8,10,Butters,but dad i just wanna stay in my room
8,10,Butters,tru trtrent boyett haaaa  dad mom im don im done playin now  aaaaah let me in dad  mom dad you gotta open the door 
8,10,Butters,oh my god hes coming oh hamburgers hes gonna kill me
8,10,Butters,mom dad you gotta open the door right now youve gotta open it  oh hey trent boyett gosh i havent seen you in a while
8,10,Butters,look trent i know i know youre awful sore about pre muh prpreschool and all but well that was a long time ago i mean we were just kids  uhhh please dont hurt me trent iill give you anything you want you name it
8,10,Butters,well no trent iim not like a timetraveler or nothin
8,10,Butters,no trent ii aint gonna run we can talk this through
8,10,Butters,uh trent now listen to me im sorry for the color
8,10,Butters,ohhh hamburgers 
8,10,Cartman,weve got to tell them who did this you guys were gonna get it as bad as butters
8,10,Kyle,thats nothing compared to what my mom will do to me if she finds out ive been lying for five years
8,10,Cartman,maybe you didnt hear so good in there kyle seconddegree tittytwister
8,10,Stan,calm down guys we dont have to go tell our parents we just need to go out and get some protection
8,10,Cartman,how the hell are condoms gonna help us  sorry heh never mind hehe 
8,10,Stan,im talking about hiring somebody bigger than trent to protect us from him come on 
8,10,Kyle,dude we shouldnt be here
8,10,Stan,stay cool guys if anybody can protect us from trent boyett its the sixth graders
8,10,Stan,weve come to ask you for help
8,10,Kyle,we need you to protect us from a bully
8,10,Cartman,a twelvepack of dr pepper a shoots  ladders game used only three times dvd of harry potter 2 and a coupon for a free side of fries with a purchase of any deluxe hamburger at red robin  all this can be yours 
8,10,Kyle,well  well what do you want
8,10,Stan,yeah
8,10,Stan,what
8,10,Stan,dude weak
8,10,Stan,no
8,10,Kyle,wait well do it
8,10,Cartman,okay so now we just need to get a picture of stans mom naked cool
8,10,Stan,you see mom all the kids at school were told to bring a picture of their moms breasts for anatomy class
8,10,Cartman,i dont know son that sounds awfully strange  you cannot have a picture of my hot breasts
8,10,Stan,but mom my teacher will
8,10,Cartman,nononono you gotta go  but moooom
8,10,Stan,but mooo
8,10,Cartman,but moooom
8,10,Stan,this is hopeless
8,10,Kyle,why dont you just sneak in your moms closet and get a picture when shes changing clothes
8,10,Stan,thats sick dude im not taking a picture of my moms boobs
8,10,Kenny,ill do it
8,10,Stan,no youre not doing it either we just need to find something that looks like boobs to take a picture of
8,10,Kyle,what else has big round squishy globes 
8,10,Cartman,draw the um you guys draw the nipples like on the bottom of my asscheecks
8,10,Kyle,no the nipples are more in the middle see 
8,10,Cartman,yeah but stans mom is old that means her nipples sag more to the bottom now
8,10,Stan,how do you know
8,10,Cartman,will you guys trust me i know this stuff
8,10,Stan,all right fine 
